Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Fungal Infection,blood_in_semen,phonophobia,skin_rash,pelvic_pain,sore_throat,runny_nose,heart_palpitations,dischromic_patches,erectile_dysfunction,cough,itching,abdominal_pain,breathlessness,,,,
Fungal Infection,changes_in_bowel_habits,skin_rash,pimples,itching,palpitations,persistent_cough,neck_pain,blackheads,dischromic_patches,chronic_cough,,,,,,,
Fungal Infection,skin_rash,difficulty_speaking,iron_deficiency_anemia,cough,blackheads,dysphagia,tremors,nail_pitting,diarrhea,blisters,nodal_eruptions,erectile_dysfunction,early_satiety,blood_in_stool,sweating,polyuria,
Fungal Infection,itching,creaking_joints,muscle_pain,night_sweats,,,,,,,,,,,,,
Fungal Infection,polydipsia,itching,frequent_urination,dischromic_patches,nodal_eruptions,reduced_mobility,skin_rash,hives,swelling_in_legs,acid_reflux,vomiting_blood,nipple_discharge,heart_palpitations,neck_pain,cough,photophobia,itchy_eyes
Fungal Infection,nodal_eruptions,urinary_difficulty,vesicles,changes_in_urination,breast_lump,chronic_cough,itching,chest_tightness,skin_rash,tremors,,,,,,,
Fungal Infection,tremors,shortness_of_breath,early_satiety,itching,nipple_inversion,polydipsia,dischromic_patches,frequent_respiratory_infections,nodal_eruptions,skin_rash,changes_in_bowel_habits,dysphagia,,,,,
Fungal Infection,nodal_eruptions,itching,skin_rash,,,,,,,,,,,,,,
Fungal Infection,nodal_eruptions,skin_rash,pimples,itching,cough,abdominal_cramps,acid_reflux,cramps,bloating,frequent_respiratory_infections,nipple_inversion,blood_in_stool,disorientation,fatigue,dischromic_patches,cloudy_urine,fever
Fungal Infection,heart_palpitations,disorientation,skin_rash,weight_loss,dischromic_patches,headache,nodal_eruptions,abdominal_pain,swelling_in_legs,blood_in_semen,itching,urinary_difficulty,,,,,
Fungal Infection,jaundice,visual_aura,itching,blood_in_stool,dischromic_patches,loss_of_appetite,vomiting_blood,cramps,dark_urine,shortness_of_breath,chills,nodal_eruptions,skin_dimpling,dehydration,skin_rash,pelvic_pain,dysphagia
Fungal Infection,iron_deficiency_anemia,dischromic_patches,numbness,nodal_eruptions,cough,breathlessness,skin_rash,itching,changes_in_bowel_habits,,,,,,,,
Fungal Infection,dischromic_patches,sneezing,nodal_eruptions,blurred_vision,skin_rash,,,,,,,,,,,,
Fungal Infection,itching,creaking_joints,persistent_cough,seizures,breast_lump,blisters,,,,,,,,,,,
Fungal Infection,dischromic_patches,nodal_eruptions,breast_lump,bloating_after_meals,weight_gain,nipple_inversion,itching,heart_palpitations,,,,,,,,,
Fungal Infection,loss_of_appetite,urinary_difficulty,phonophobia,bloating,itching,breast_lump,chest_pain,heart_palpitations,visible_veins,nodal_eruptions,skin_rash,sweating,itchy_eyes,,,,
Fungal Infection,nodal_eruptions,itching,skin_rash,cold_intolerance,,,,,,,,,,,,,
Fungal Infection,dischromic_patches,skin_rash,reduced_mobility,early_satiety,itching,arm_pain,frequent_respiratory_infections,chills,yellow_skin,bone_pain,cramps,nodal_eruptions,breast_pain,blackheads,blood_in_semen,,
Fungal Infection,memory_loss,scaling,skin_rash,nodal_eruptions,erectile_dysfunction,vomiting_blood,palpitations,early_satiety,itching,jaundice,weight_loss,disorientation,dischromic_patches,heart_palpitations,,,
Fungal Infection,reduced_mobility,cloudy_urine,nodal_eruptions,itching,dischromic_patches,confusion,nail_pitting,memory_loss,cough,,,,,,,,
Fungal Infection,burning_urination,skin_rash,itching,nodal_eruptions,chest_pain,dischromic_patches,chronic_cough,chills,breathlessness,chest_tightness,constipation,vomiting,,,,,
Fungal Infection,high_blood_pressure,oiliness,dischromic_patches,scaling,skin_rash,indigestion,cloudy_urine,chills,heart_palpitations,nodal_eruptions,bone_pain,,,,,,
Fungal Infection,photophobia,skin_rash,memory_loss,nodal_eruptions,itching,high_blood_pressure,visual_aura,dischromic_patches,,,,,,,,,
Fungal Infection,vomiting,hoarseness,cough,dischromic_patches,hives,erectile_dysfunction,visible_veins,shortness_of_breath,skin_rash,breast_pain,tremors,cramps,bleeding,itching,,,
Allergic Rhinitis,arm_pain,pelvic_pain,sweating,swelling_in_legs,night_sweats,jaundice,nasal_congestion,itchy_eyes,oiliness,dysphagia,sneezing,bloating_after_meals,crusting,nodal_eruptions,runny_nose,,
Allergic Rhinitis,itchy_eyes,nasal_congestion,burning_urination,crusting,chronic_cough,changes_in_bowel_habits,runny_nose,stiffness,sore_throat,fatigue,scaling,vomiting_blood,bloating,joint_pain,acid_reflux,bleeding,sneezing
Allergic Rhinitis,sneezing,runny_nose,jaundice,abdominal_cramps,pelvic_pain,chest_tightness,nasal_congestion,visible_veins,yellow_skin,chills,blurred_vision,palpitations,disorientation,itchy_eyes,joint_pain,visual_aura,
Allergic Rhinitis,nasal_congestion,sneezing,itchy_eyes,runny_nose,,,,,,,,,,,,,
Allergic Rhinitis,dry_skin,nasal_congestion,headache,dehydration,coughing_blood,muscle_pain,constipation,itchy_eyes,iron_deficiency_anemia,runny_nose,sneezing,erectile_dysfunction,blood_in_semen,nipple_discharge,anal_pain,fever,acid_reflux
Allergic Rhinitis,sneezing,dizziness,vertigo,dry_skin,vesicles,frequent_respiratory_infections,jaundice,muscle_pain,nodal_eruptions,breast_lump,runny_nose,yellow_skin,visible_veins,polyuria,itchy_eyes,nasal_congestion,
Allergic Rhinitis,runny_nose,sneezing,nasal_congestion,bloating,dry_skin,arm_pain,blood_in_semen,itchy_eyes,photophobia,,,,,,,,
Allergic Rhinitis,sneezing,vertigo,scaling,hoarseness,weight_gain,abdominal_cramps,swelling_in_legs,itching,chronic_cough,itchy_eyes,runny_nose,bloating,,,,,
Allergic Rhinitis,polyuria,tremors,sneezing,erectile_dysfunction,runny_nose,diarrhea,nasal_congestion,photophobia,vomiting_blood,,,,,,,,
Allergic Rhinitis,sneezing,bleeding,changes_in_bowel_habits,itchy_eyes,runny_nose,nasal_congestion,,,,,,,,,,,
Allergic Rhinitis,itchy_eyes,tremors,wheezing,sneezing,nasal_congestion,runny_nose,,,,,,,,,,,
Allergic Rhinitis,sneezing,breast_lump,changes_in_urination,arm_pain,tremors,cramps,scaling,polyuria,dark_urine,vomiting,itchy_eyes,erectile_dysfunction,abdominal_cramps,visual_aura,runny_nose,,
Allergic Rhinitis,fever,itchy_eyes,memory_loss,changes_in_bowel_habits,swelling_in_legs,burning_urination,runny_nose,tremors,dehydration,nasal_congestion,oiliness,,,,,,
Allergic Rhinitis,changes_in_urination,nasal_congestion,dark_urine,indigestion,bloating_after_meals,scaling,runny_nose,numbness,black_stools,blurred_vision,vomiting,urinary_difficulty,swelling_in_legs,abdominal_pain,sneezing,itchy_eyes,chronic_cough
Allergic Rhinitis,scaling,itchy_eyes,sneezing,,,,,,,,,,,,,,
Allergic Rhinitis,itchy_eyes,runny_nose,sneezing,,,,,,,,,,,,,,
Allergic Rhinitis,itchy_eyes,nasal_congestion,black_stools,runny_nose,skin_rash,bloating,sneezing,,,,,,,,,,
Allergic Rhinitis,sneezing,burning_urination,palpitations,itchy_eyes,nipple_inversion,nipple_discharge,anal_pain,visual_aura,nasal_congestion,,,,,,,,
Allergic Rhinitis,sneezing,nasal_congestion,constipation,black_stools,loss_of_appetite,confusion,early_satiety,urinary_difficulty,memory_loss,heartburn,tremors,breathlessness,iron_deficiency_anemia,shortness_of_breath,polyuria,,
Allergic Rhinitis,dysphagia,sneezing,headache,runny_nose,nasal_congestion,abdominal_cramps,itchy_eyes,,,,,,,,,,
Allergic Rhinitis,early_satiety,runny_nose,sneezing,nasal_congestion,sweating,yellow_skin,,,,,,,,,,,
Allergic Rhinitis,itchy_eyes,dischromic_patches,runny_nose,leg_pain,blood_in_stool,hoarseness,iron_deficiency_anemia,sneezing,tremors,stiffness,nasal_congestion,,,,,,
Allergic Rhinitis,abdominal_cramps,sneezing,itchy_eyes,swollen_lymph_nodes,diarrhea,nasal_congestion,hoarseness,runny_nose,skin_dimpling,,,,,,,,
Allergic Rhinitis,runny_nose,itchy_eyes,indigestion,dizziness,sneezing,scarring,polydipsia,swelling,black_stools,difficulty_speaking,,,,,,,
Allergic Rhinitis,jaundice,itchy_eyes,dark_urine,memory_loss,anal_pain,nasal_congestion,cough,sneezing,pelvic_pain,runny_nose,,,,,,,
Allergic Rhinitis,itchy_eyes,weight_gain,urinary_difficulty,persistent_cough,sore_throat,jaundice,nasal_congestion,burning_urination,high_blood_pressure,constipation,yellow_skin,sneezing,blood_in_semen,fever,runny_nose,dysphagia,
Allergic Rhinitis,visual_aura,vomiting,reduced_mobility,runny_nose,seizures,blood_in_stool,loss_of_appetite,itchy_eyes,visible_veins,chest_tightness,coughing_blood,mood_swings,nodal_eruptions,confusion,nasal_congestion,diarrhea,
Allergic Rhinitis,neck_pain,sneezing,bloating,swelling,itchy_eyes,heartburn,arm_pain,seizures,,,,,,,,,
Allergic Rhinitis,abdominal_pain,pimples,sneezing,runny_nose,nasal_congestion,,,,,,,,,,,,
Allergic Rhinitis,nasal_congestion,skin_rash,sneezing,fever,itchy_eyes,runny_nose,,,,,,,,,,,
Allergic Rhinitis,runny_nose,frequent_respiratory_infections,itchy_eyes,sneezing,,,,,,,,,,,,,
Allergic Rhinitis,scaling,runny_nose,nasal_congestion,sneezing,itchy_eyes,sore_throat,pimples,changes_in_bowel_habits,,,,,,,,,
Allergic Rhinitis,fatigue,dysphagia,blurred_vision,cold_intolerance,anal_pain,nasal_congestion,runny_nose,creaking_joints,sneezing,balance_loss,polyuria,fever,diarrhea,shortness_of_breath,blood_in_semen,,
Allergic Rhinitis,coughing_blood,blackheads,polyuria,nipple_inversion,sneezing,photophobia,chills,itchy_eyes,runny_nose,memory_loss,,,,,,,
Allergic Rhinitis,sore_throat,sneezing,numbness,itchy_eyes,fever,stiffness,runny_nose,breast_lump,wheezing,mood_swings,erectile_dysfunction,nasal_congestion,chest_pain,bone_pain,,,
Allergic Rhinitis,nasal_congestion,swelling_in_legs,blood_in_semen,muscle_pain,nodal_eruptions,headache,runny_nose,anal_pain,vomiting,nausea,weakness,itchy_eyes,chest_tightness,sneezing,creaking_joints,,
Allergic Rhinitis,runny_nose,frequent_urination,yellow_skin,itchy_eyes,leg_pain,bleeding,visible_veins,sneezing,nausea,blood_in_stool,nasal_congestion,skin_dimpling,chronic_cough,,,,
Allergic Rhinitis,persistent_cough,runny_nose,photophobia,urinary_difficulty,visual_aura,scarring,abdominal_pain,nasal_congestion,acid_reflux,joint_pain,sneezing,swelling_in_legs,bone_pain,,,,
Allergic Rhinitis,runny_nose,sneezing,nasal_congestion,itchy_eyes,mood_swings,,,,,,,,,,,,
Allergic Rhinitis,frequent_urination,sneezing,nipple_discharge,itchy_eyes,nasal_congestion,weight_loss,runny_nose,visual_aura,heart_palpitations,joint_pain,hunger,,,,,,
Allergic Rhinitis,runny_nose,bloating_after_meals,memory_loss,nasal_congestion,sneezing,erectile_dysfunction,burning_urination,crusting,vomiting_blood,bone_pain,disorientation,weakness,,,,,
Allergic Rhinitis,sneezing,reduced_mobility,itchy_eyes,cramps,nasal_congestion,dizziness,polydipsia,stiffness,blurred_vision,runny_nose,high_blood_pressure,indigestion,acid_reflux,,,,
Allergic Rhinitis,iron_deficiency_anemia,pimples,nasal_congestion,acid_reflux,dizziness,shortness_of_breath,urinary_difficulty,balance_loss,creaking_joints,itchy_eyes,vomiting,changes_in_urination,dry_skin,crusting,reduced_mobility,frequent_respiratory_infections,sneezing
Allergic Rhinitis,cold_intolerance,weakness,stiffness,vomiting_blood,nodal_eruptions,swollen_lymph_nodes,frequent_urination,blackheads,nasal_congestion,itchy_eyes,,,,,,,
Allergic Rhinitis,balance_loss,itchy_eyes,crusting,blood_in_semen,nodal_eruptions,bloating_after_meals,runny_nose,pelvic_pain,nipple_inversion,visible_veins,sneezing,nasal_congestion,disorientation,diarrhea,chest_pain,bone_pain,jaundice
Allergic Rhinitis,cough,bleeding,blurred_vision,itching,sneezing,acid_reflux,constipation,urinary_difficulty,cramps,cloudy_urine,runny_nose,itchy_eyes,weight_gain,frequent_urination,sore_throat,memory_loss,
Allergic Rhinitis,sneezing,anal_pain,stiffness,dizziness,neck_pain,hoarseness,itchy_eyes,changes_in_bowel_habits,frequent_respiratory_infections,swollen_lymph_nodes,shortness_of_breath,seizures,nasal_congestion,nodal_eruptions,chest_pain,diarrhea,
Allergic Rhinitis,bloating,nasal_congestion,photophobia,blurred_vision,sneezing,cloudy_urine,chills,reduced_mobility,itchy_eyes,indigestion,nausea,cough,skin_rash,pelvic_pain,runny_nose,sweating,memory_loss
Allergic Rhinitis,blisters,itchy_eyes,hunger,nasal_congestion,runny_nose,sneezing,,,,,,,,,,,
Allergic Rhinitis,loss_of_appetite,runny_nose,nasal_congestion,sneezing,tremors,breathlessness,itchy_eyes,diarrhea,,,,,,,,,
Allergic Rhinitis,nasal_congestion,numbness,sneezing,itchy_eyes,,,,,,,,,,,,,
Allergic Rhinitis,swelling,changes_in_bowel_habits,skin_dimpling,diarrhea,indigestion,heart_palpitations,loss_of_appetite,nasal_congestion,early_satiety,blood_in_semen,burning_urination,itchy_eyes,chest_tightness,chills,photophobia,itching,coughing_blood
Allergic Rhinitis,acid_reflux,arm_pain,runny_nose,sneezing,bleeding,weight_gain,itchy_eyes,sore_throat,,,,,,,,,
Allergic Rhinitis,dischromic_patches,sneezing,vomiting_blood,runny_nose,,,,,,,,,,,,,
Allergic Rhinitis,vomiting,chronic_cough,acid_reflux,changes_in_bowel_habits,sneezing,nasal_congestion,cold_intolerance,yellow_skin,runny_nose,itchy_eyes,,,,,,,
Allergic Rhinitis,nasal_congestion,neck_pain,runny_nose,sneezing,,,,,,,,,,,,,
Allergic Rhinitis,runny_nose,chills,nasal_congestion,crusting,sneezing,burning_urination,night_sweats,nipple_inversion,,,,,,,,,
Allergic Rhinitis,sneezing,dischromic_patches,fever,skin_rash,leg_pain,joint_pain,muscle_pain,photophobia,abdominal_pain,runny_nose,sweating,itchy_eyes,headache,breast_pain,,,
Allergic Rhinitis,sneezing,cramps,palpitations,nasal_congestion,chills,sore_throat,vesicles,high_blood_pressure,weight_gain,chest_tightness,runny_nose,itchy_eyes,stiffness,blurred_vision,,,
Allergic Rhinitis,hunger,crusting,runny_nose,nipple_discharge,chest_tightness,phonophobia,swelling_in_legs,itchy_eyes,swollen_lymph_nodes,polydipsia,,,,,,,
Allergic Rhinitis,nasal_congestion,difficulty_speaking,sneezing,bone_pain,runny_nose,,,,,,,,,,,,
Allergic Rhinitis,blurred_vision,visible_veins,iron_deficiency_anemia,nasal_congestion,itchy_eyes,dischromic_patches,fever,runny_nose,,,,,,,,,
Allergic Rhinitis,sneezing,runny_nose,nasal_congestion,,,,,,,,,,,,,,
Allergic Rhinitis,fever,vomiting,early_satiety,diarrhea,weight_gain,sneezing,vertigo,scaling,itchy_eyes,,,,,,,,
Allergic Rhinitis,runny_nose,itchy_eyes,nasal_congestion,swelling_in_legs,sneezing,,,,,,,,,,,,
Allergic Rhinitis,nipple_discharge,stiffness,dischromic_patches,changes_in_bowel_habits,bloating_after_meals,sneezing,nasal_congestion,sore_throat,iron_deficiency_anemia,cramps,acid_reflux,cold_intolerance,cough,blurred_vision,itching,,
Allergic Rhinitis,loss_of_appetite,changes_in_bowel_habits,weight_loss,creaking_joints,jaundice,nail_pitting,pelvic_pain,blood_in_stool,blurred_vision,fatigue,runny_nose,dark_urine,burning_urination,confusion,itchy_eyes,wheezing,sneezing
Allergic Rhinitis,leg_pain,abdominal_pain,neck_pain,itchy_eyes,polyuria,breathlessness,blood_in_stool,sneezing,seizures,nipple_inversion,confusion,nausea,nasal_congestion,black_stools,scarring,,
Allergic Rhinitis,sneezing,runny_nose,hunger,nipple_discharge,nasal_congestion,bleeding,itchy_eyes,palpitations,breast_lump,,,,,,,,
Allergic Rhinitis,blisters,hoarseness,runny_nose,sneezing,cramps,itchy_eyes,nasal_congestion,dischromic_patches,blood_in_semen,,,,,,,,
Allergic Rhinitis,stiffness,nasal_congestion,photophobia,runny_nose,blackheads,changes_in_urination,oiliness,bloating,itchy_eyes,,,,,,,,
Allergic Rhinitis,nasal_congestion,itchy_eyes,numbness,dischromic_patches,runny_nose,weakness,,,,,,,,,,,
Allergic Rhinitis,itchy_eyes,sneezing,runny_nose,,,,,,,,,,,,,,
Allergic Rhinitis,cramps,bloating,vesicles,itchy_eyes,vomiting_blood,bone_pain,hunger,nasal_congestion,persistent_cough,weight_loss,visual_aura,sore_throat,cough,dark_urine,changes_in_bowel_habits,runny_nose,
Allergic Rhinitis,dysphagia,sneezing,night_sweats,itchy_eyes,runny_nose,nasal_congestion,memory_loss,oiliness,,,,,,,,,
Allergic Rhinitis,yellow_skin,sweating,dysphagia,cramps,shortness_of_breath,nasal_congestion,chills,headache,itchy_eyes,disorientation,sneezing,chest_pain,breast_lump,runny_nose,black_stools,,
Allergic Rhinitis,runny_nose,dischromic_patches,reduced_mobility,vomiting_blood,cloudy_urine,crusting,fatigue,sneezing,polyuria,difficulty_speaking,iron_deficiency_anemia,diarrhea,,,,,
Allergic Rhinitis,frequent_urination,constipation,nasal_congestion,phonophobia,pimples,erectile_dysfunction,blisters,indigestion,itchy_eyes,burning_urination,runny_nose,memory_loss,balance_loss,chest_pain,creaking_joints,,
Allergic Rhinitis,runny_nose,cough,cold_intolerance,neck_pain,high_blood_pressure,heart_palpitations,acid_reflux,itchy_eyes,erectile_dysfunction,oiliness,nasal_congestion,joint_pain,abdominal_cramps,chills,sweating,swelling,mood_swings
Allergic Rhinitis,runny_nose,frequent_urination,sneezing,pimples,heart_palpitations,itchy_eyes,weight_gain,neck_pain,nasal_congestion,nail_pitting,,,,,,,
Allergic Rhinitis,bloating_after_meals,itching,dry_skin,itchy_eyes,nasal_congestion,weight_gain,wheezing,black_stools,mood_swings,chronic_cough,abdominal_pain,runny_nose,jaundice,dysphagia,scarring,sneezing,
Allergic Rhinitis,runny_nose,numbness,sweating,sneezing,arm_pain,vertigo,swelling_in_legs,acid_reflux,dehydration,dischromic_patches,coughing_blood,difficulty_speaking,palpitations,wheezing,cloudy_urine,,
Allergic Rhinitis,runny_nose,sneezing,sweating,headache,jaundice,hoarseness,seizures,weight_gain,constipation,bloating_after_meals,memory_loss,itchy_eyes,tremors,,,,
Allergic Rhinitis,sweating,sneezing,chills,dark_urine,skin_dimpling,breast_lump,runny_nose,pelvic_pain,blackheads,nasal_congestion,jaundice,,,,,,
Allergic Rhinitis,nasal_congestion,runny_nose,itchy_eyes,,,,,,,,,,,,,,
Allergic Rhinitis,sneezing,runny_nose,yellow_skin,,,,,,,,,,,,,,
Allergic Rhinitis,hives,memory_loss,high_blood_pressure,runny_nose,changes_in_urination,hoarseness,itchy_eyes,sneezing,,,,,,,,,
Allergic Rhinitis,runny_nose,sneezing,itchy_eyes,fatigue,,,,,,,,,,,,,
Allergic Rhinitis,dark_urine,nasal_congestion,erectile_dysfunction,scaling,burning_urination,sneezing,cough,skin_dimpling,runny_nose,jaundice,leg_pain,itchy_eyes,palpitations,dysphagia,,,
Allergic Rhinitis,itchy_eyes,swelling_in_legs,runny_nose,nasal_congestion,,,,,,,,,,,,,
Allergic Rhinitis,visible_veins,visual_aura,swelling,skin_dimpling,anal_pain,dizziness,itchy_eyes,sneezing,skin_rash,chills,wheezing,dark_urine,reduced_mobility,nasal_congestion,,,
